type,value
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,1.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
Harlem,2.5
